ID_Viagem,Data,Tipo_Frota,Placa_Veiculo,Motorista,Rota,Distancia_km,Carga_Toneladas,Valor_Frete_R$_Ton,Receita_Faturada_R$,Consumo_Diesel_L,Media_Consumo_km_l,Custo_Diesel_R$,Custo_Pedagio_R$,Custo_Manutencao_R$,Custo_Total_Viagem_R$,Margem_Lucro_R$,R$_Km,R$_Ton_Efetivo,Tempo_Rodando_h,Fila_Silo_h,Fila_Porto_Tombador_h,Tempo_Total_Ciclo_h,Score_Telemetria,Emissao_CO2_kg,Status_Entrega
VJ-10485,13/03/2026,Dedicada,PR-D134,Motorista_126,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.61,314.54,15289.79,1200.0,1.75,7380.0,180.0,0.0,7560.0,7729.79,3.6,155.52,33.6,0.7,2.6,36.9,93,3216.0,No Prazo
VJ-10486,13/03/2026,Dedicada,PR-D044,Motorista_080,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,50.36,200.34,10089.12,333.3,1.86,2049.8,410.0,0.0,2459.8,7629.32,3.97,48.84,11.7,2.0,1.2,14.9,70,893.2,Atrasado (Fila)
VJ-10487,13/03/2026,Dedicada,PR-D108,Motorista_083,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.78,203.59,9931.12,313.5,1.85,1928.02,340.0,0.0,2268.02,7663.1,3.91,46.49,9.6,3.3,14.3,27.2,93,840.2,No Prazo
VJ-10488,13/03/2026,Dedicada,PR-D137,Motorista_038,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,49.04,303.83,14899.82,1250.0,1.68,7687.5,180.0,0.0,7867.5,7032.32,3.75,160.43,33.6,2.4,5.6,41.6,95,3350.0,No Prazo
VJ-10489,13/03/2026,Dedicada,PR-D127,Motorista_021,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.61,52.45,2549.59,79.1,1.77,486.46,85.0,0.0,571.46,1978.13,4.08,11.76,2.4,2.0,0.7,5.1,74,212.0,No Prazo
VJ-10490,13/03/2026,Dedicada,PR-D085,Motorista_065,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.04,209.62,10489.38,345.2,1.68,2122.98,340.0,0.0,2462.98,8026.4,4.25,49.22,9.3,3.2,2.3,14.8,77,925.1,No Prazo
VJ-10491,13/03/2026,Dedicada,PR-D040,Motorista_092,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.41,204.52,9900.81,347.3,1.67,2135.9,340.0,0.0,2475.9,7424.91,4.27,51.14,10.3,4.0,6.1,20.4,72,930.8,No Prazo
VJ-10492,14/03/2026,Dedicada,PR-D085,Motorista_068,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.91,199.11,9738.47,333.3,1.74,2049.8,340.0,0.0,2389.8,7348.67,4.12,48.86,10.9,0.5,4.6,16.0,72,893.2,No Prazo
VJ-10493,14/03/2026,Dedicada,PR-D134,Motorista_043,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.6,181.93,9023.73,322.2,1.8,1981.53,340.0,0.0,2321.53,6702.2,4.0,46.81,10.8,2.9,9.4,23.1,87,863.5,No Prazo
VJ-10494,14/03/2026,Dedicada,PR-D009,Motorista_026,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.6,191.18,9291.35,352.3,1.76,2166.64,410.0,0.0,2576.64,6714.71,4.16,53.02,10.6,3.9,0.6,15.1,88,944.2,No Prazo
VJ-10495,14/03/2026,Dedicada,PR-D010,Motorista_136,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.23,58.83,2955.03,82.4,1.7,506.76,85.0,0.0,591.76,2363.27,4.23,11.78,2.4,1.7,1.4,5.5,92,220.8,No Prazo
VJ-10496,14/03/2026,Dedicada,PR-D063,Motorista_092,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,50.01,284.4,14222.84,1173.2,1.79,7215.18,180.0,0.0,7395.18,6827.66,3.52,147.87,34.1,3.8,0.8,38.7,78,3144.2,Atrasado (Manutenção)
VJ-10497,14/03/2026,Própria,PR-P003,Motorista_070,Silo Realeza -> Transbordo Ferroviário (PR),280,48.06,106.06,5097.24,140.0,2.0,861.0,160.0,126.0,1327.0,3770.24,4.74,27.61,5.2,1.2,1.5,7.9,60,375.2,No Prazo
VJ-10498,14/03/2026,Dedicada,PR-D099,Motorista_096,Silo Realeza -> Transbordo Ferroviário (PR),280,48.06,108.2,5200.09,153.0,1.83,940.95,160.0,0.0,1100.95,4099.14,3.93,22.91,5.2,3.2,0.6,9.0,66,410.0,No Prazo
VJ-10499,14/03/2026,Dedicada,PR-D116,Motorista_083,Silo Realeza -> Transbordo Ferroviário (PR),280,48.9,98.42,4812.74,154.7,1.81,951.4,160.0,0.0,1111.4,3701.34,3.97,22.73,5.2,2.8,1.0,9.0,99,414.6,No Prazo
VJ-10500,14/03/2026,Dedicada,PR-D115,Motorista_136,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.81,201.51,10037.21,347.3,1.67,2135.9,340.0,0.0,2475.9,7561.31,4.27,49.71,10.7,3.0,4.0,17.7,74,930.8,No Prazo
VJ-10501,14/03/2026,Dedicada,PR-D142,Motorista_054,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.51,193.78,9594.05,375.8,1.65,2311.17,410.0,0.0,2721.17,6872.88,4.39,54.96,11.0,3.6,1.5,16.1,99,1007.1,No Prazo
VJ-10502,14/03/2026,Dedicada,PR-D090,Motorista_065,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,49.21,295.52,14542.54,1147.5,1.83,7057.12,180.0,0.0,7237.12,7305.42,3.45,147.07,38.6,1.6,13.8,54.0,66,3075.3,No Prazo
VJ-10503,14/03/2026,Dedicada,PR-D036,Motorista_026,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.63,195.95,9725.0,327.7,1.77,2015.36,340.0,0.0,2355.36,7369.64,4.06,47.46,9.8,2.7,7.8,20.3,97,878.2,No Prazo
VJ-10504,15/03/2026,Dedicada,PR-D137,Motorista_100,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.16,46.63,2338.96,77.8,1.8,478.47,85.0,0.0,563.47,1775.49,4.02,11.23,2.5,3.2,1.3,7.0,90,208.5,No Prazo
VJ-10505,15/03/2026,Própria,PR-P021,Motorista_010,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.38,57.67,2905.41,74.5,1.88,458.18,85.0,63.0,786.18,2119.23,5.62,15.61,2.3,0.6,0.5,3.4,89,199.7,Atrasado (Fila)
VJ-10506,15/03/2026,Dedicada,PR-D106,Motorista_099,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.01,207.3,10367.07,310.2,1.87,1907.73,340.0,0.0,2247.73,8119.34,3.88,44.95,9.6,1.9,6.9,18.4,95,831.3,Atrasado (Fila)
VJ-10507,15/03/2026,Dedicada,PR-D046,Motorista_141,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,50.18,202.72,10172.49,362.6,1.71,2229.99,410.0,0.0,2639.99,7532.5,4.26,52.61,11.6,2.7,0.9,15.2,94,971.8,No Prazo
VJ-10508,15/03/2026,Dedicada,PR-D015,Motorista_021,Silo Realeza -> Transbordo Ferroviário (PR),280,50.07,108.34,5424.58,159.1,1.76,978.46,160.0,0.0,1138.46,4286.12,4.07,22.74,5.2,1.8,0.5,7.5,98,426.4,No Prazo
VJ-10509,15/03/2026,Dedicada,PR-D087,Motorista_036,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.09,202.61,9743.51,311.8,1.86,1917.57,340.0,0.0,2257.57,7485.94,3.89,46.94,9.8,1.9,0.8,12.5,84,835.6,No Prazo
VJ-10510,15/03/2026,Dedicada,PR-D158,Motorista_031,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.45,209.05,10546.57,337.2,1.72,2073.78,340.0,0.0,2413.78,8132.79,4.16,47.84,10.6,3.0,1.9,15.5,60,903.7,No Prazo
VJ-10511,15/03/2026,Dedicada,PR-D182,Motorista_138,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.17,203.8,10224.65,339.2,1.71,2086.08,340.0,0.0,2426.08,7798.57,4.18,48.36,10.5,3.3,4.5,18.3,61,909.1,No Prazo
VJ-10512,15/03/2026,Dedicada,PR-D144,Motorista_038,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.17,208.62,10049.23,341.2,1.7,2098.38,340.0,0.0,2438.38,7610.85,4.2,50.62,9.4,3.6,10.2,23.2,67,914.4,No Prazo
VJ-10513,15/03/2026,Dedicada,PR-D200,Motorista_036,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.03,57.0,2851.71,75.3,1.86,463.1,85.0,0.0,548.1,2303.61,3.92,10.96,2.5,1.2,1.1,4.8,66,201.8,No Prazo
VJ-10514,15/03/2026,Dedicada,PR-D088,Motorista_084,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.08,55.75,2791.96,82.4,1.7,506.76,85.0,0.0,591.76,2200.2,4.23,11.82,2.6,2.3,1.1,6.0,62,220.8,No Prazo
VJ-10515,15/03/2026,Dedicada,PR-D068,Motorista_043,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.36,54.8,2704.93,79.5,1.76,488.92,85.0,0.0,573.92,2131.01,4.1,11.63,2.2,1.7,0.9,4.8,79,213.1,No Prazo
VJ-10516,16/03/2026,Própria,PR-P015,Motorista_104,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.19,201.97,9732.93,326.3,1.9,2006.74,410.0,279.0,2875.74,6857.19,4.64,59.68,11.4,3.9,1.0,16.3,98,874.5,No Prazo
VJ-10517,16/03/2026,Dedicada,PR-D031,Motorista_028,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.24,55.31,2668.15,74.9,1.87,460.64,85.0,0.0,545.64,2122.51,3.9,11.31,2.5,1.6,1.3,5.4,82,200.7,No Prazo
VJ-10518,16/03/2026,Dedicada,PR-D147,Motorista_080,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.52,45.2,2193.1,82.4,1.7,506.76,85.0,0.0,591.76,1601.34,4.23,12.2,2.3,0.8,1.2,4.3,60,220.8,No Prazo
VJ-10519,16/03/2026,Dedicada,PR-D139,Motorista_021,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.54,191.53,9296.87,364.7,1.7,2242.91,410.0,0.0,2652.91,6643.96,4.28,54.65,11.2,1.2,0.6,13.0,74,977.4,No Prazo
VJ-10520,16/03/2026,Dedicada,PR-D020,Motorista_133,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.58,214.17,10404.38,346.4,1.79,2130.36,410.0,0.0,2540.36,7864.02,4.1,52.29,11.4,1.3,0.7,13.4,89,928.4,Atrasado (Fila)
VJ-10521,16/03/2026,Dedicada,PR-D174,Motorista_096,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.65,199.92,9926.03,318.7,1.82,1960.0,340.0,0.0,2300.0,7626.03,3.97,46.32,10.1,0.7,5.1,15.9,78,854.1,No Prazo
VJ-10522,16/03/2026,Dedicada,PR-D188,Motorista_007,Silo Realeza -> Transbordo Ferroviário (PR),280,48.05,104.52,5022.19,164.7,1.7,1012.9,160.0,0.0,1172.9,3849.29,4.19,24.41,4.6,0.5,0.9,6.0,74,441.4,No Prazo
VJ-10523,16/03/2026,Dedicada,PR-D099,Motorista_126,Silo Realeza -> Transbordo Ferroviário (PR),280,48.03,98.55,4733.36,164.7,1.7,1012.9,160.0,0.0,1172.9,3560.46,4.19,24.42,4.6,0.9,1.2,6.7,69,441.4,No Prazo
VJ-10524,16/03/2026,Própria,PR-P013,Motorista_019,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.0,198.39,9919.5,300.5,1.93,1848.08,340.0,261.0,2629.08,7290.42,4.53,52.58,9.5,1.9,0.8,12.2,98,805.3,No Prazo
VJ-10525,16/03/2026,Dedicada,PR-D158,Motorista_131,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.59,53.27,2641.66,75.3,1.86,463.1,85.0,0.0,548.1,2093.56,3.92,11.05,2.7,3.4,1.9,8.0,90,201.8,No Prazo
VJ-10526,16/03/2026,Dedicada,PR-D112,Motorista_140,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.46,185.08,9154.06,343.2,1.69,2110.68,340.0,0.0,2450.68,6703.38,4.23,49.55,10.6,4.0,16.5,31.1,91,919.8,No Prazo
VJ-10527,16/03/2026,Dedicada,PR-D121,Motorista_120,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.69,196.13,9549.57,358.4,1.73,2204.16,410.0,0.0,2614.16,6935.41,4.22,53.69,10.7,3.6,1.4,15.7,91,960.5,No Prazo
VJ-10528,17/03/2026,Dedicada,PR-D026,Motorista_094,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.64,201.07,9780.04,339.2,1.71,2086.08,340.0,0.0,2426.08,7353.96,4.18,49.88,9.7,2.7,9.9,22.3,64,909.1,No Prazo
VJ-10529,17/03/2026,Dedicada,PR-D194,Motorista_077,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.81,193.31,9435.46,324.0,1.79,1992.6,340.0,0.0,2332.6,7102.86,4.02,47.79,9.7,3.4,0.1,13.2,84,868.3,No Prazo
VJ-10530,17/03/2026,Dedicada,PR-D123,Motorista_102,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.63,209.06,10375.65,345.2,1.68,2122.98,340.0,0.0,2462.98,7912.67,4.25,49.63,9.8,2.5,13.6,25.9,81,925.1,No Prazo
VJ-10531,17/03/2026,Dedicada,PR-D073,Motorista_037,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.83,193.28,9631.14,366.9,1.69,2256.44,410.0,0.0,2666.44,6964.7,4.3,53.51,11.0,3.3,1.7,16.0,91,983.3,No Prazo
VJ-10532,17/03/2026,Própria,PR-P036,Motorista_134,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.58,190.48,9253.52,300.5,1.93,1848.08,340.0,261.0,2629.08,6624.44,4.53,54.12,10.1,0.9,2.7,13.7,81,805.3,No Prazo
VJ-10533,17/03/2026,Dedicada,PR-D185,Motorista_033,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.74,200.43,9768.96,371.3,1.67,2283.5,410.0,0.0,2693.5,7075.46,4.34,55.26,10.4,3.8,0.5,14.7,91,995.1,No Prazo
VJ-10534,17/03/2026,Dedicada,PR-D148,Motorista_148,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.32,205.16,10118.49,356.3,1.74,2191.25,410.0,0.0,2601.25,7517.24,4.2,52.74,9.9,2.9,0.6,13.4,78,954.9,No Prazo
VJ-10535,17/03/2026,Dedicada,PR-D205,Motorista_026,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.07,206.45,10130.5,342.5,1.81,2106.38,410.0,0.0,2516.38,7614.12,4.06,51.28,10.2,3.8,1.0,15.0,93,917.9,No Prazo
VJ-10536,17/03/2026,Dedicada,PR-D075,Motorista_006,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.16,203.58,9804.41,349.4,1.66,2148.81,340.0,0.0,2488.81,7315.6,4.29,51.68,10.6,2.0,2.3,14.9,69,936.4,Atrasado (Fila)
VJ-10537,17/03/2026,Dedicada,PR-D141,Motorista_070,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.03,58.94,2889.83,74.5,1.88,458.18,85.0,0.0,543.18,2346.65,3.88,11.08,2.5,1.7,1.0,5.2,79,199.7,No Prazo
VJ-10538,17/03/2026,Dedicada,PR-D206,Motorista_026,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.31,208.73,10501.21,349.4,1.66,2148.81,340.0,0.0,2488.81,8012.4,4.29,49.47,10.2,2.2,2.9,15.3,86,936.4,No Prazo
VJ-10539,17/03/2026,Dedicada,PR-D010,Motorista_061,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.98,58.14,2905.84,82.8,1.69,509.22,85.0,0.0,594.22,2311.62,4.24,11.89,2.6,4.0,1.6,8.2,86,221.9,No Prazo
VJ-10540,18/03/2026,Dedicada,PR-D135,Motorista_045,Silo Realeza -> Transbordo Ferroviário (PR),280,49.04,93.78,4598.97,151.4,1.85,931.11,160.0,0.0,1091.11,3507.86,3.9,22.25,5.3,1.6,2.0,8.9,67,405.8,No Prazo
VJ-10541,18/03/2026,Dedicada,PR-D128,Motorista_079,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.6,57.52,2795.47,77.3,1.81,475.4,85.0,0.0,560.4,2235.07,4.0,11.53,2.7,2.7,1.0,6.4,62,207.2,No Prazo
VJ-10542,18/03/2026,Dedicada,PR-D120,Motorista_069,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,50.18,204.23,10248.26,337.0,1.84,2072.55,410.0,0.0,2482.55,7765.71,4.0,49.47,11.1,3.6,1.6,16.3,74,903.2,No Prazo
VJ-10543,18/03/2026,Dedicada,PR-D087,Motorista_147,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.37,184.24,8911.69,343.2,1.69,2110.68,340.0,0.0,2450.68,6461.01,4.23,50.67,10.5,3.9,2.1,16.5,87,919.8,Atrasado (Fila)
VJ-10544,18/03/2026,Dedicada,PR-D091,Motorista_024,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,49.24,298.45,14695.68,1193.2,1.76,7338.18,180.0,0.0,7518.18,7177.5,3.58,152.68,38.5,2.9,1.5,42.9,64,3197.8,No Prazo
VJ-10545,18/03/2026,Dedicada,PR-D077,Motorista_092,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,50.02,216.55,10831.83,333.3,1.86,2049.8,410.0,0.0,2459.8,8372.03,3.97,49.18,10.0,1.8,1.1,12.9,73,893.2,No Prazo
VJ-10546,18/03/2026,Dedicada,PR-D123,Motorista_102,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.88,190.55,9314.08,327.7,1.77,2015.36,340.0,0.0,2355.36,6958.72,4.06,48.19,9.4,2.0,1.0,12.4,65,878.2,Atrasado (Fila)
VJ-10547,18/03/2026,Própria,PR-P015,Motorista_093,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.2,207.93,10438.09,285.7,2.03,1757.06,340.0,261.0,2538.06,7900.03,4.38,50.56,11.0,1.4,29.1,41.5,61,765.7,No Prazo
VJ-10548,18/03/2026,Própria,PR-P027,Motorista_009,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.42,52.55,2544.47,76.9,1.82,472.94,85.0,63.0,800.94,1743.53,5.72,16.54,2.6,3.2,1.5,7.3,89,206.1,No Prazo
VJ-10549,18/03/2026,Dedicada,PR-D077,Motorista_144,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.14,205.2,10083.53,331.4,1.75,2038.11,340.0,0.0,2378.11,7705.42,4.1,48.39,10.7,3.3,6.2,20.2,96,888.2,No Prazo
VJ-10550,18/03/2026,Dedicada,PR-D204,Motorista_063,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.74,199.09,9703.65,333.3,1.74,2049.8,340.0,0.0,2389.8,7313.85,4.12,49.03,10.6,2.4,9.3,22.3,64,893.2,No Prazo
VJ-10551,18/03/2026,Dedicada,PR-D039,Motorista_075,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.31,189.53,9535.25,333.3,1.74,2049.8,340.0,0.0,2389.8,7145.45,4.12,47.5,11.0,1.3,11.7,24.0,73,893.2,No Prazo
VJ-10552,19/03/2026,Dedicada,PR-D156,Motorista_040,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.23,205.11,10097.57,375.8,1.65,2311.17,410.0,0.0,2721.17,7376.4,4.39,55.27,11.2,1.0,1.1,13.3,93,1007.1,No Prazo
VJ-10553,19/03/2026,Dedicada,PR-D004,Motorista_076,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.08,187.1,9182.87,337.2,1.72,2073.78,340.0,0.0,2413.78,6769.09,4.16,49.18,10.9,2.1,3.0,16.0,91,903.7,No Prazo
VJ-10554,19/03/2026,Dedicada,PR-D129,Motorista_060,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.34,48.49,2392.5,80.9,1.73,497.54,85.0,0.0,582.54,1809.96,4.16,11.81,2.5,3.0,1.5,7.0,98,216.8,No Prazo
VJ-10555,19/03/2026,Dedicada,PR-D207,Motorista_109,Silo Realeza -> Transbordo Ferroviário (PR),280,48.34,96.29,4654.66,154.7,1.81,951.4,160.0,0.0,1111.4,3543.26,3.97,22.99,5.3,2.7,0.5,8.5,89,414.6,No Prazo
VJ-10556,19/03/2026,Dedicada,PR-D031,Motorista_149,Silo Realeza -> Transbordo Ferroviário (PR),280,48.09,100.35,4825.83,153.0,1.83,940.95,160.0,0.0,1100.95,3724.88,3.93,22.89,4.6,2.9,0.7,8.2,89,410.0,No Prazo
VJ-10557,19/03/2026,Dedicada,PR-D135,Motorista_116,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.21,181.48,9112.11,345.2,1.68,2122.98,340.0,0.0,2462.98,6649.13,4.25,49.05,10.8,1.5,4.5,16.8,60,925.1,No Prazo
VJ-10558,19/03/2026,Dedicada,PR-D140,Motorista_017,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,50.14,206.46,10351.9,342.5,1.81,2106.38,410.0,0.0,2516.38,7835.52,4.06,50.19,10.9,2.5,0.8,14.2,80,917.9,No Prazo
VJ-10559,19/03/2026,Dedicada,PR-D050,Motorista_053,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.21,196.39,9467.96,327.7,1.77,2015.36,340.0,0.0,2355.36,7112.6,4.06,48.86,11.0,0.7,2.7,14.4,91,878.2,Atrasado (Fila)
VJ-10560,19/03/2026,Própria,PR-P004,Motorista_082,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.08,203.58,9991.71,333.3,1.86,2049.8,410.0,279.0,2918.8,7072.91,4.71,59.47,10.4,2.1,1.5,14.0,73,893.2,No Prazo
VJ-10561,19/03/2026,Dedicada,PR-D182,Motorista_120,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.48,198.07,9800.5,343.2,1.69,2110.68,340.0,0.0,2450.68,7349.82,4.23,49.53,10.7,3.0,1.2,14.9,90,919.8,Atrasado (Manutenção)
VJ-10562,19/03/2026,Dedicada,PR-D182,Motorista_003,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.51,205.61,10179.75,350.3,1.77,2154.35,410.0,0.0,2564.35,7615.4,4.14,51.79,10.2,2.8,1.3,14.3,60,938.8,No Prazo
VJ-10563,19/03/2026,Dedicada,PR-D197,Motorista_070,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.97,210.83,10324.35,346.4,1.79,2130.36,410.0,0.0,2540.36,7783.99,4.1,51.88,11.2,1.1,0.8,13.1,70,928.4,No Prazo
VJ-10564,20/03/2026,Própria,PR-P018,Motorista_044,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.12,189.27,9107.67,294.4,1.97,1810.56,340.0,261.0,2591.56,6516.11,4.47,53.86,9.9,2.8,2.6,15.3,69,789.0,No Prazo
VJ-10565,20/03/2026,Dedicada,PR-D157,Motorista_001,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.05,290.61,13963.81,1153.8,1.82,7095.87,180.0,0.0,7275.87,6687.94,3.46,151.42,35.6,1.7,1.8,39.1,85,3092.2,No Prazo
VJ-10566,20/03/2026,Dedicada,PR-D186,Motorista_042,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.06,206.76,10143.65,315.2,1.84,1938.48,340.0,0.0,2278.48,7865.17,3.93,46.44,9.7,3.4,11.6,24.7,77,844.7,No Prazo
VJ-10567,20/03/2026,Dedicada,PR-D079,Motorista_007,Silo Realeza -> Transbordo Ferroviário (PR),280,48.21,90.86,4380.36,154.7,1.81,951.4,160.0,0.0,1111.4,3268.96,3.97,23.05,4.7,4.0,1.5,10.2,80,414.6,No Prazo
VJ-10568,20/03/2026,Dedicada,PR-D056,Motorista_096,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.07,208.48,10438.59,337.2,1.72,2073.78,340.0,0.0,2413.78,8024.81,4.16,48.21,10.2,0.9,6.0,17.1,65,903.7,No Prazo
VJ-10569,20/03/2026,Própria,PR-P037,Motorista_005,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.02,191.82,9403.02,326.3,1.9,2006.74,410.0,279.0,2875.74,6527.28,4.64,58.66,10.9,0.8,1.7,13.4,93,874.5,No Prazo
VJ-10570,20/03/2026,Dedicada,PR-D039,Motorista_128,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.8,304.33,14851.3,1117.0,1.88,6869.55,180.0,0.0,7049.55,7801.75,3.36,144.46,34.9,2.6,16.7,54.2,77,2993.6,No Prazo
VJ-10571,20/03/2026,Própria,PR-P004,Motorista_132,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.28,54.94,2762.38,76.1,1.84,468.02,85.0,63.0,796.02,1966.36,5.69,15.83,2.6,2.2,0.6,5.4,88,203.9,No Prazo
VJ-10572,20/03/2026,Dedicada,PR-D077,Motorista_106,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.13,59.6,2928.15,76.5,1.83,470.48,85.0,0.0,555.48,2372.67,3.97,11.31,2.5,2.1,1.7,6.3,96,205.0,No Prazo
VJ-10573,20/03/2026,Dedicada,PR-D161,Motorista_029,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.52,304.77,14787.44,1242.6,1.69,7641.99,180.0,0.0,7821.99,6965.45,3.72,161.21,37.6,3.6,0.1,41.3,61,3330.2,No Prazo
VJ-10574,20/03/2026,Dedicada,PR-D138,Motorista_143,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.89,202.23,10089.25,337.2,1.72,2073.78,340.0,0.0,2413.78,7675.47,4.16,48.38,11.0,1.5,22.9,35.4,71,903.7,No Prazo
VJ-10575,20/03/2026,Dedicada,PR-D070,Motorista_036,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.78,212.06,10344.29,344.4,1.8,2118.06,410.0,0.0,2528.06,7816.23,4.08,51.83,11.6,3.2,1.1,15.9,86,923.0,No Prazo
VJ-10576,21/03/2026,Dedicada,PR-D011,Motorista_101,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.32,207.47,10232.42,318.7,1.82,1960.0,340.0,0.0,2300.0,7932.42,3.97,46.63,9.6,1.2,7.7,18.5,88,854.1,No Prazo
VJ-10577,21/03/2026,Dedicada,PR-D118,Motorista_106,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.79,54.84,2675.64,80.5,1.74,495.08,85.0,0.0,580.08,2095.56,4.14,11.89,2.7,4.0,0.9,7.6,61,215.7,No Prazo
VJ-10578,21/03/2026,Dedicada,PR-D104,Motorista_076,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.66,191.04,9487.05,320.4,1.81,1970.46,340.0,0.0,2310.46,7176.59,3.98,46.53,9.5,1.5,10.6,21.6,92,858.7,No Prazo
VJ-10579,21/03/2026,Dedicada,PR-D063,Motorista_045,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.77,280.15,13662.92,1141.3,1.84,7019.0,180.0,0.0,7199.0,6463.92,3.43,147.61,35.0,2.9,21.8,59.7,77,3058.7,No Prazo
VJ-10580,21/03/2026,Dedicada,PR-D184,Motorista_053,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.5,197.92,9599.12,313.5,1.85,1928.02,340.0,0.0,2268.02,7331.1,3.91,46.76,9.7,2.3,2.0,14.0,66,840.2,No Prazo
